,translated_text
788,"If everyone decides to adopt the standard of excluding decommissioned aircraft carriers from the statistics, then many countries, such as Japan, Canada, the Netherlands, and Ukraine, should be removed from the list. Otherwise, China should remain in this statistical table."
789,"“People's Daily editorial from January 8, 1953……”??? When discussing, take a good look at the original document you want to discuss, and the links others have given you. The People's Daily later published a signed article with a clear explanation of this 'Materials · ……'."
790,"In the quantum mechanical model of the hydrogen atom, the electron in the ground state has no angular momentum, which shows that the 'planetary orbit' model is fundamentally different from the actual situation. I know this statement is correct, but please also provide the source."
791,"Please don't target the IP. If you have doubts, shouldn't you create an account, or even check CU to see if there really are puppets in Suzhou? I believe they would be very happy to see pro-China comments, because it feels like finding companions, especially with so many things happening recently."
792,"The quality of this Wikipedia article is very problematic. First, there are a lot of unverified subjective statements in the text, such as 'one shot, one kill', which are not words that should appear on Wikipedia. Second, there are many errors."
793,"Is the abbreviation for Copernicium Cp or Cn? Why does the English Wikipedia write Cn, but the BBC webpage it cites uses Cp? Some other language versions of Wikipedia also use Cp."
794,"@user: Who is whose accomplice cannot be determined from a single discussion thread, so I said we need to look at the edit history and discussion pages of multiple entries. This is a long-term, covert disruption."
795,"The support for 'entry naming is for disambiguation purposes' means that the above discussion is about whether disambiguation is necessary. This has nothing to do with what the entry itself is called; all reliable sources directly refer to it as the China–US trade war, without adding the year."
796,"I have already said that in professional fields, the concept of classical music is not controversial. No matter how much you emphasize cultural background or language habits, it is futile—these are not controversies, but misconceptions that have been rejected by academia and precisely the kind of things that need to be corrected through rigorous conceptual discourse."
797,"These two festivals are actually not New Year celebrations, but many Chinese in the Singapore-Malaysia region often mistakenly think they are. The Muslim fasting month falls in the ninth month of the Islamic calendar, and Deepavali is also just a religious festival. The Tamil New Year is called Puthandu."
798,"The issue of solar and lunar eclipses has already been explained above, namely that the ecliptic and the lunar orbit are not aligned. As for the quote from 'Shiming', after reconsidering it, I found that if the passage is describing the mornings around the full moon, then it is correct: the sun rises in the east, and the moon sets in the west."
799,"Edit summary  Edit content  The related sources only describe the personal opinions of certain U.S. congressmen, which are neither facts nor mainstream or relevant to the parties involved. I hereby warn the long-term disruptors: WP:ASF, please do not write opinions as facts into Wikipedia."
800,"This entry covers too broad a range of content, and many aspects need to be considered. I agree with the scholar's view—try to find as many academic papers as possible, and if they're too difficult to understand, just write the conclusions. The number of casualties is still largely 'unknown'; add as much information as possible."
801,Start time is 8:00 sharp? The English page says 08:08:08pm? I also have related information now.
802,"According to official reports from the Chinese Communist Party, only 10 people died in this incident in Tibet. However, according to a spokesperson for the Dalai Lama's group, 80 people have already died. The news currently available in Taiwan indicates that Tibet has entered a state of martial law."
803,"So what do you think the App Store section for iPadOS should include, and how much of the entry should it take up? In the end, will the entry still be written like this: the majority of the content is about the iOS App Store, and the iPadOS version is briefly mentioned as a derivative, without affecting the main focus."
804,"Bohai was a state primarily composed of the Mohe people, and its ruling class also consisted of Mohe people. The 'Mohe (also known as Wùjí)' is mentioned in the Bohai Tongdian."
805,"According to the content of the entry, people first called them 'rare gases' and later changed the name to inert gases. However, I did not see a source for this statement. My textbook states that 'because chemists previously believed these gases did not react with other substances, they were called inert gases.'"
806,"The IMDB rating is both low and bad. As for the so-called 'welcomed by audiences after airing in North America,' I can only scoff. Most of the awards listed on the English and Spanish Wikipedia pages are domestic awards, and they don't provide references for each award, so this doesn't prove its popularity."
807,"I personally think it's not suitable to work on entries below GA at this stage. It's also difficult to nominate theorem entries with proofs for GA. This entry requires a higher standard from translators, making it unsuitable for large-scale collaboration at the moment (due to concerns about inconsistent terminology)."
808,"Basically—this entry has indeed seen significant improvements recently, with much more content in both text and images. However, the issues raised by Snorri do need to be addressed, along with the addition of reliable references. The formatting of the references section also needs to be adjusted."
809,"According to naming conventions: When the name of something follows the principle of 'naming according to the owner' and is commonly used across all Chinese-speaking regions, that name should be used. 'Bailuosi' is not a commonly used name in any Chinese-speaking region."
810,"The influence of the character 'Platelet' from the Japanese TV anime 'Cells at Work!' is enormous. Of course, the current Platelet article page must not be tampered with either."
811,"It seems you don't have a Quran in your hand. According to orthodox teachings, the Quran does not accept any translations; there is only one language version, which is Arabic, and it is printed using block printing, meaning every character's position is fixed. Even translations should refer to the original Arabic text."
812,"User User:Sun8908's reason for removing the maintenance template is 'did not see any off-topic justification,' but I believe this reason is not valid. Just because User:Sun8908 did not see it doesn't mean others didn't."
813,"Questionable translations: Archaeidae, Sicariidae. I have seen Archaeidae translated as 'assassin spider family', and also Sicariidae translated as 'assassin spider family'. I am currently unable to verify."
814,"“Protests sparked by George Floyd's death” → “Protests in the U.S. in 2020”: Things have gone beyond seeking justice for Floyd. For example, looting stores has little to do with Floyd himself and is more like taking advantage of the situation."
815,"Thank you for your feedback. We have made corrections based on your suggestions while staying true to the original Japanese text. Additionally, please note that the official name of this heritage site has changed multiple times (see the entry overview section for details), and the final standard name should be the one confirmed by UNESCO at the 39th World Heritage Committee session."
816,"I don't oppose using 'vibrato' as a translation for '振音' or '颤吟'. However, the disambiguation for '颤音 (music)' also needs to be more specific, to distinguish it from '颤音' as vibrato."
817,"Providing reference materials is commendable, but citing two to three, or even four different media sources for the same sentence, especially when the news content is similar, is excessive. All references should be simplified, and duplicates or broken links should be removed."
818,"Aronlee90: (1) Since the entry already uses hundreds of words to describe the influence of the National Security Bureau, completely ignoring the impact of rural land reform and peasant support on the Hungarian Communist Party's rise to power is extremely one-sided. Simply using 'low relevance' as a reason is unconvincing."
819,"""Emperor Xiaoxian"" appeared at least during his funeral. What did Sun write in his eulogy? The three characters ""Hong Xiuquan"" were written by his own hand."
820,"Administrative divisions: In November 1996, the 10th session of the 9th National Assembly of Vietnam divided the country into 57 provinces and 4 centrally governed cities. The 4 centrally governed cities are: Hanoi, Ho Chi Minh City, Haiphong, and Da Nang."
821,"My comments are directed at the issue, not the person, but your remarks clearly start off by attacking someone directly—if that's not a personal attack, then what is? No one is denying the reference value of that biography, but others are simply saying that it's better to have reference materials from various perspectives."
822,"Clearly violates WP:NPOV: asserting facts, including facts about viewpoints; an undisputed viewpoint is considered a 'fact'. Japan's occupation of Korea was an illegal invasion, just like 'Plato is a philosopher'—which country denies that? Even Japan itself doesn't deny it."
823,"I see, thank you. Then may I ask if the domestic translation name could be standardized as 'Garden'? Otherwise, it seems a bit confusing."
824,"When this page was initially created, there were no reports of casualties, and the evidence at the time suggested that everyone might have survived the incident. Therefore, it was referred to as an aircraft incident, similar to the British Airways Flight 38 incident. Based on the current situation, however, it seems that calling the Asiana Airlines Flight 214 event a crash may be more accurate than calling it an incident."
825,"I understand your point of view, and I am just expressing my own understanding here. This is a discussion forum, a place to exchange opinions, not a place to force others to accept them. Moreover, open and equal discussion is far from being coercive."
826,"I think the recent content added to the Koxinga article is very questionable in terms of its source, because no Taiwanese historical documents describe it that way. As a Taiwanese person, I have never heard of such a legend either."
827,"The theological terms, transliterations of names, and text formatting are really a bit messy, and the theological arguments regarding 'heresy' should also be described in more detail. I wonder if there's someone better at translating—maybe try translating from other language versions of Wikipedia, which might also have newer information. Sorry for speaking out of turn."
828,"I agree with Lssrn's opinion. However, there are still some points that can be added: WP:NPOV: '...one should not assert that among various differing viewpoints, a certain viewpoint (regardless of whether it is the most popular or a middle-ground view) is correct, and treat other viewpoints as mentioned only for the purpose of disparagement.'"
829,"There is a part that says, 'Although at least two types are technically supported by the previous UTF-8 specification, these encodings have not yet been assigned characters, so they do not appear in actual text. The algorithm design is similar to Huffman coding.'"
830,"A common saying is that the '(general) direction is correct', 'the path is correct', 'the stance is correct', 'the political stance is firm', and so on. Or, depending on current politics or political figures, phrases like 'in line with the Four Cardinal Principles' or 'closely following' someone are used."
831,Everyone tacitly understands what kind of site bullogger is. But even quotes from the 'Great Brothel' can be used? The pro-democracy movement is getting way too rampant.
832,"Thank you for the reference you provided! As I mentioned, both can be found in officially published bibliographies, and I have also added many references in the entry to support the use of 'Paavo Nurmi', so there is no issue of which is the commonly used name."
833,"At the end there, 'psychopathy' is from the English Wikipedia, it's his original words. The reason I didn't delete it is because his tough attitude toward the gay community has always been like this, and these four words perfectly describe that attitude. So I don't think it's a POV issue."
834,"Deleted this sentence: Under their influence, some foreign friends were also eager to try. During an interview on Sina, they said that our inspiration came from online videos, where two foreigners did something quite funny. In other words, they were not the original creators."
835,"There was previously a discussion about 'interchanging lunar calendar dates and weekdays.' I want to say that actually, the concept of weekdays already existed in ancient times. This is the seven luminaries."
836,"Besides, making a TVB list is not very meaningful in the first place, since everything except the broadcast dates is just repeated information. The Wikipedia pages for past series have never included lists for countries outside of Japan, only briefly mentioning the start and end dates of broadcasts in those countries at the top."
837,"It is now changed to only retain the most common special play styles, and the following play styles will be archived here: The following content is uncommon special play styles, click 'Show' to display the content. 'Bare hands' (also known as 'empty hands') means playing without drumsticks, striking, slapping, or tapping the drum surface with hands."
838,"Seeing Walter Grassroot's work, I naturally thought of appealing to authority. Then I looked at the related entries and found the writing rather dry, the examples lacked sources, and many of them were of poor quality, so I took the initiative to expand, supplement, and add different sources."
839,"Is the author of this entry an editor from the People's Daily? Please see the excerpt: 'On May 31, Deng Xiaoping gave political instructions to the new central leadership team: ""First, the leadership must be changed."""
840,"1. How many people in Taiwan believe that 'Republic of China nationality' is the same as 'Chinese nationality'? Even Ma Ying-jeou, whose place of birth is controversial, doesn't dare to say the two are equivalent, let alone his over 23 million fellow citizens!"
841,"But I can't find this kind of example, and I can't find the hidden template in the template entries. Of course, if someone is determined to delete it, it will be deleted even if it's hidden. Some people want to keep this 'surprise'."
842,"1. There are too many images, and the use of an image gallery template inserted into the main text affects readability; it should be streamlined. 2. Some sections are redundant and too brief, such as the 'Chiang Kai-shek's Diary' section at the end, which contains only one sentence and does not need a separate section."
843,I rewrote almost the entire entry based on some books I had on hand and information verified online. I'm very happy to make a small contribution to the Chinese Wikipedia.
844,"Those few lines of 'bullet points' are a bit like computer code. I already mentioned earlier that this possibility was included. But let me say a few words following your line of thought— even if it's wrong, typical arguments can still be included."
845,"These six terms represent the Guangzhou dialect from a small area: Cantonese, Guangdonghua, Baihua, Guangfuhua, Nanfanshunhua, and Yuehaihua! (｡ì _ í｡) People who speak the Guangzhou dialect can't even understand Siyi dialect or Gouluo dialect within Guangdong Province! The number of Guangzhou dialect speakers is exaggerated!"
846,"Do not cite featured articles, just use one good article as a reference. Please take a look at 'The Shawshank Redemption', which just became a good article this August, to see how it describes the box office results."
847,"No, see here for details. Also, the official version should be followed (the official Chinese translation does not use '絲守', but uses '糸守'), per WP:Name from the owner. If there is no official source, then at least WP:Reliable sources should be followed."
848,"In view of the fact that the disputed part of the entry has been repeatedly reverted, a discussion is specially initiated to avoid an edit war. Regarding the Chinese translation of 'acknowledge', I personally believe that the original English and Chinese texts should be presented side by side, leaving it to the readers to judge for themselves."
849,"The Zhongyuan Festival and the Ullambana Festival (Chinese) is quite a strange naming. It is recommended to split the entries again. Use Ghost Festival as the main entry name, and Ullambana Festival and Zhongyuan Festival as sub-entries, introducing them separately under the Ghost Festival entry."
850,"First of all, you need to be clear that this is a science-related entry, so why do some purely formulaic derivations need sources? Secondly, for example: 'This is a thought experiment by Heisenberg, discussing the scenario of using an ideal gamma-ray microscope to determine the position of an electron.'"
851,"Wetrace, you truly grew up in Taiwan—your speech is gentle and reserved. User: The cautious and prudent old master, judging by his language style and tendencies, grew up in mainland China. I'm concerned whether he can fully understand what you're saying."
852,"Due to the influence of heresy at the time, the university did not have a theology faculty until 1432, which was otherwise common in universities of that era. Please specify what is meant by 'heresy'. This term is also non-neutral, so it is necessary to clarify what 'heresy' refers to."
853,"The original version states that Angkor is referred to in 'ancient Chinese texts as Qi Cheng, Lu'e (Middle Chinese pronunciation: ).' No sources are provided, so it's unclear which classic this comes from—could it be original research? Also, the pronunciation of the term 'Lu'e' is very similar to another Cambodian capital, Lovek, raising suspicion that an editor may have confused the two cities."
854,"As a foreigner, let me say a few words—please don't throw eggs if I'm wrong. I don't really understand politics or the situation, but the one thing I do know is that once a country unifies, real estate prices on one side will plummet. Just look at Germany and Hong Kong. So at least one side's people will never truly support unification."
855,"Cultural genocide and ethnocultural genocide do have subtle differences. The definition of ethnocultural genocide is very clear—it's the culture of a specific ethnicity. For example, the Khmer Rouge's mass killing of Buddhists can be considered cultural genocide, but not ethnocultural genocide."
856,"Could it be that someone insists (for example, some editors of the template) that Taiwan is a part of the People's Republic of China, and therefore insists on including it? Using 'Two sides and four regions' as a compromise might still be acceptable for now (at least it can simultaneously belong to the categories of the currency of the Republic of China and the currency of the People's Republic of China)."
857,"In the 'political implications' section, there is a [who?] tag. I found the source as follows: Gregory Mankiw, Macroeconomics, 6th edition, Renmin University of China Press, 2009. Page 102."
858,"Nietzsche attacked Plato's moral and political theories. As far as I know, this was not the aspect Nietzsche criticized the most. See his criticism of Christianity. The influence of Christianity on him is also not clearly explained."
859,"Why emphasize the point that '(in fact, the Republic of China's national status is not recognized by any international governmental organization)'? Whether anyone recognizes it or not has nothing to do with the position of the Republic of China government. It is common knowledge that the Republic of China is not recognized by international organizations, so emphasizing it here seems a bit redundant."
860,"The content is comprehensive, verifiable, well-sourced, and includes images, meeting the six criteria of a quality article. When providing sources for a paragraph, please place them after the punctuation marks."
861,"The entry is very good. However, the sentence 'The Hami Kingdom in eastern Xinjiang was under the rule of China's Ming Dynasty for a long time' is suggested to be revised."
862,"I think the issue of causing pandemic panic is not significant; the panic had already emerged long before these entries appeared. Other entries with related tables include: Hotpot Family, and the 2020 Baodi Department Store COVID-19 Cluster Outbreak in Tianjin."
863,"The content added in the past few hours is not only directly pasted and copied from the news, but also highly repetitive with existing content! Contributors expanding the entry, please be careful to extract the original meaning of the news and verify it against existing content before adding it."
864,"Please stop going off-topic. This entry is about 'homosexuality', which includes same-sex sexual orientation and behavior. According to both the APA and RCP, homosexuality is formed through an 'interaction of environmental and biological factors', and there is no mention of a 'biological preference'."
865,"Historically, Vietnam was long subordinate to China, so the names 'Annam' and 'Vietnam' are both related to Chinese officialdom. The name 'Annam' first appeared in the first year of the Tang Dynasty's Tiaolu era (679 AD), when the Annam Protectorate was established (with its seat in present-day Hanoi)."
866,"You reverted my edit and mentioned that 'valid content should not be deleted based on personal original conclusions.' However, the Jiang Banjiang biography was authorized by Jiang Zemin's office, as shown in the Phoenix News source provided by the previous user, so it is not my original work. Therefore, your claim of it being original content is a wrongful accusation made without understanding the situation."
867,"Seeing some controversy, I looked up some information. First of all, Hinet is not qualified to be used as a source. Like Yahoo Kimo News, they do not have their own reporting; the Hinet report clearly states that it comes from the Liberty Times."
868,"Everyone might be confused. The way Japanese kanji place names are written in Chinese is similar to simplified and traditional character conversion; it's not translation, but merely the transcription of the same character in different writing systems (including simplified and traditional). Therefore, this process is only a matter of right or wrong, and has nothing to do with usage frequency or media coverage."
869,"WP:Reliable sources is just a guideline, not a policy. WP:Neutral point of view is the actual policy. I believe this issue is better handled through 'attribution of viewpoints'."
870,"According to the opinion of Wikipedia user Sodium Hydroxide (Flsxx), edits were made to the article. Although I do not fully agree with Sodium Hydroxide (Flsxx)'s opinion, I believe that the opinion of Wikipedia user Sodium Hydroxide (Flsxx) was made in good faith."
871,"EunSoha91 Hello, thank you for raising the question. You are right, neither the handwritten letters from the members nor the announcements released by the company used the word 'disbandment' at all, and I will provide an explanation regarding the talk about GFRIEND's disbandment."
872,How can I provide information? There's nothing recorded in books. Only rebuttals and complaints on the internet. How am I supposed to find relevant book sources to support it?
873,"The second article I recommended hasn't appeared on DYK yet, and I've already nominated a third one. But it's not favoritism on my part: I look at the article first and only see the contributor when deciding to nominate it. It's just that today, the other articles that meet the criteria all seem to be self-nominations."
874,"But isn't that user:ellery's edit? Anyway, this entry is acceptable."
875,"Abuse of the national flag template, traffic guide. Airport statistics do not include 2017. Throughput and rankings are presented in bullet points."
876,"I personally do not support including the statements of extremist organizations that create conflict and discord. Regardless of the quality and relevance of the entries, the spread of words and actions by individuals or organizations that go against the principles of freedom, equality, and openness in a civilized society only has a negative impact on people's lives and social progress."
877,"I think more than 95% (even 99%) of fictional work entries have this problem. Also, why do we need to wait for the Japanese Wikipedia to follow up? The Chinese Wikipedia should improve on its own... Besides, the Japanese Wikipedia also has these fictional work guidelines, and they’re not following them either."
878,"Have you ever wondered why the German language is called 'German' and not 'Germanic'? It's because in Germany, the Germanic people are the overwhelming majority, and they legislated that the only official language of Germany is the Germanic language, so we call it 'German language', or simply German."
879,"May I ask if there are sources for this information? Also, could you write it in a more straightforward manner? This is an encyclopedia, not a novel."
880,"Although these terms are conceptually close, since they are all translated from foreign languages, an adjustment is made here. * Hierarchy: 'Stratification' has the meaning of 'level' or 'rank', and is generally translated as 'hierarchy', which can reflect both the idea of 'fixed relationships' and 'status inequality'."
881,"Are you referring to March 1945 and October 2009? That was indeed my oversight, and it has now been corrected and checked again. Although I had read through and checked it several times before, some oversights were still inevitable."
882,"The stage was set up because of the needs of running the teahouse; having too many empty seats would be a waste. The Guangzhou CPPCC's 'Guangzhou History and Culture' includes accounts from teahouse owners who personally established teahouses in the early Republic period, developed them into tea houses, and participated in the creation of Cantonese-style tea culture."
883,"Here's what happened: Some top European clubs, feeling bored, created a racing league called the Superleague Formula. The cars follow specific standards (unlike F1 where each team develops its own car)."
884,"Does a country have to be a superpower to influence other countries? Also, if an organization like the EU has a great influence on other countries, can those countries be considered its satellite states? Obviously, that's not necessarily the case."
885,"Incorrect edits should not be corrected using incorrect methods. Second, the 2003 move was done by cutting and pasting, which was a technical error. Third, however, no one raised any objections to the 2003 move at the time, including the original creator of the article."
886,"The article has serious neutrality issues, mainly reflected in the handling of the June Fourth Incident. In the introduction, the article deliberately downplays the issue and does not mention the June Fourth Incident, which is a form of historical whitewashing. The article does not dedicate a separate section to the June Fourth Incident. The June Fourth Incident had a significant impact on Deng Xiaoping's image and fully warrants a separate chapter."
887,"I clicked on two links, and the number was the same, both had 140,000 entries. Maybe Google returns different results depending on the operating system language. I'm using Simplified Chinese Windows XP."
888,"To summarize, the above statements: First, is there any objection to establishing a list of ambassadors of the Republic of China to XX? There should be no opposition to its establishment, right? Second, should the list of Chinese ambassadors to XX be included under the Republic of China? Include it, based on the integrity of the Chinese regime."
889,"I can understand the idea of introducing the predecessor of the station in this entry, and I'm not asking for Shanghai East Station to be included in the entry either. But it seems that there is too much introduction about the North and South Stations, especially since both have their own separate entries."
890,"The original website title is like this, so I don't think it needs to be changed. 184 and 185 are from the same source. Sentence issue:."
891,"Was the classmate who added that part trying to be funny—talking at a few months old, walking at a few months old, and then publishing 1,500 works in college? I took a look at the source, which is this webpage. The first sentence of the source article is: 'Kim Jong-il was deified by state media during his lifetime and demonized by foreign media.'"
892,"When I was modifying the Persian alphabet, I noticed that the current entries seem to title these topics as 'xx Alphabet'. When I looked at the English entries, I found that our Chinese version of the Latin alphabet links to the English version of 'Latin Script'."
893,"This topic or the following paragraphs should be archived to Talk:Patriotism after the discussion ends. User:Techyan has once again reverted my edits on Patriotism, constantly undoing my edits and brushing it off with some unfounded excuses. I think this user is abusing and making arbitrary changes."
894,"About the character '案'. 案: an incident, specifically referring to events involving legal issues: tragic case."
895,"—~~Lin Yongzhi~~ The translation quality of this entry is okay, not excellent, but there's no problem understanding it. Since the anime ends on March 26, if no one objects, I will remove the three boxes (Airing, Translation, Cleanup) after March 26."
896,The first sentence of this article states that the topic is 'the relationship between mainland China and Taiwan.' So it's appropriate to include both {Chinese politics} and {Taiwanese politics} as tags on the right. Having only Taiwanese politics is not complete.
897,"It's really too picky, except for the last point about the war narrative being limited due to scarce information. The tone and grammar you mentioned, the disorganized paragraphing, formatting, punctuation usage, and image placement—these are really unreasonable objections. These issues are very one-sided, not specific enough, and seem like nitpicking."
898,"Responding to the question about Germania. Germany's name is not 'Germania', even though the British call it that. 'Deutsch' means 'our own people', so naturally the language of our own people is called 'German'."
899,"First of all, I understand your concerns, but I also don't think deletion is inappropriate. Wikipedia is not a simple collection of all viewpoints and claims in the world, but necessarily requires editors to judge the credibility, authority, and relevance of sources to the current article."
900,"In addition, the changes I made were to the content in the infobox. 'Sir', 'his honorable'—these are not part of the name, but titles. Like other titles, they should not be included in the name field."
901,"In response to Claudi: 1. You're not a goat, how would you know? 2. Of course, same-sex couples can make verbal declarations, but they have no legal effect. What same-sex couples are fighting for is marriage within the legal system. Inter-species marriage also falls under the previous category (verbal declaration), just like someone can claim they want to marry a Ferris wheel."
902,"Currently, it links to the English article for the city of Syrma in Asia Minor. Wikipedians who can make adjustments, please help correct it. Aru | Making tea here. Currently, it links to the English article for the Catholic Church."
903,"In addition, the understanding of 'reliable' means that the content published can be verified (that is, the source can be found), rather than the meaning or context of its expression. For example, if an authoritative report has a journalist stating that 'the Earth is about to end,' this is still an expression of a viewpoint and is still considered 'reliable.'"
904,"I did not delete any references; the CBC News reference has always been there. It's been two months since my last edit, and no one has objected during that time. I don't agree with your changes, so I naturally reverted them—this is normal."
905,"""Prioritizing the North over the South"" is based on the sentiment of ""development disparities between the North and the South."" There are objective facts about the ""development disparities between the North and the South,"" but ""prioritizing the North over the South"" is subjective."
906,"Response: The original record actually states that 'no senior officials of the Hong Kong government have stepped down due to accountability,' which is writing something that hasn't happened into the 'situation' parameter. This is unnecessary."
907,"The length is too long, and someone keeps adding more, like turning the entire comic into a novel. I hope no more content is added in this section, because this is a WIKI encyclopedia, not a place to post novels. It doesn't need to be so detailed like a novel, otherwise even summarizing it becomes very troublesome."
908,"The Republic of China and the People's Republic of China are both China, so how can they be called foreign countries? For the People's Republic of China, the Republic of China is a former regime, not a foreign country. Conversely, for the Republic of China, the People's Republic of China is a rebellious usurper, not a foreign country."
909,"This is a (warning) regarding users repeatedly making destructive deletions of sourced content reflecting new developments based on their own original research. Additionally: as for specific wording, the reliable source uses 'cross-governance'; when editing Wikipedia, there's no need to copy word for word—taking it to extremes could even be considered 'infringement'."
910,"In fact, China's share of the world's total rare earth reserves has decreased by 22% because newly discovered reserves in other countries have diluted the denominator of the total reserves. Based on an annual extraction volume of over 100,000 tons and China's reserves of more than 50 million tons, it would take nearly 100 years of mining to reduce the total reserves by 22%."
911,"Although it's a bit hard to understand what kind of change Swimming Elephant wants to make, here's a small personal suggestion: If I remember correctly, regular flight numbers usually use IATA codes like CI, BR, KE, etc., but they are not included on Wikipedia."
912,What are Hu Deping's academic achievements and social influence? He was lucky that his father was Hu Yaobang. Hu Deping's views are neither the majority opinion in society nor an important minority opinion; they belong to a very small minority.
913,"Due to frequent edit wars or vandalism by IP users or new users on the EXO article, the article has been semi-protected or fully protected, preventing normal editing and expansion. In view of this, I created the EXO discography and EXO filmography lists to facilitate updates on their works."
914,"Since images of the Capital Gate still cannot be found online, and even if there are any, they are copyrighted; therefore, an official promotional image was used to give readers a chance to see it. However, you indicated that this image was used unreasonably; and I do not fully understand the issue of fair use; thank you for your guidance and reminder."
915,"‘Yan Traitor’ redirects to ‘Ming Chengzu’, but the article doesn’t mention ‘Yan Traitor’ at all. Shouldn’t there be some introduction on this aspect? Fang Xiaoru took the brush, wrote the words ‘Yan Traitor usurps the throne’, then threw the brush to the ground and cursed: ‘Death is death, but I will not draft the edict.’"
916,"I'm here to complain! Young people all like to find places with WiFi to go online, and they think WiFi is just a wireless network signal. I originally wanted to learn more by reading the WiFi entry on Wikipedia, but the more I read, the more confused I got. After reading it, I still have no idea what WiFi actually is."
917,"I don't think it's very good. I believe this entry lists too many items (although it's just listing types of bogies, which is understandable), and it lacks the development history of this component. I think the fact that so many designs have branched out suggests that it must have gone through a rich development process to reach this point."
918,"The localization of traditional Chinese medicine in Korea began when it was first introduced to the Korean Peninsula, not in the 1980s. The Korean Peninsula has always adapted and improved upon Chinese elements for its own use, thereby creating new things with its own characteristics."
919,Only a few suggestions: Use consistent reference materials. Add language label templates. Use full names for foreign individuals and convert between traditional and simplified Chinese.
920,"The Makiyo military incident edited by an individual was written with as neutral a tone as possible, though it may leave a negative impression of the main subject. However, this is a fact reported by the news and involves entries about three people."
921,"A limited company in Hong Kong is actually also a limited liability company, and the legal liability of the company members is also limited—it's just a difference in terminology. I was mistaken, they are indeed different. The type of company you mentioned, where shares cannot be freely transferred, is called a private company limited by shares in Hong Kong."
922,You call that an explanation? Are you some kind of no-man's land? Telling others not to show off their skills in front of an expert means you're claiming to be the only expert.
923,"The title should be placed before the name, but here 'Ritter' is inserted between Heribert and von Karajan, so it is not a title. Also, neither her father and brother nor his two daughters have this 'Ritter'."
924,"The way you determine a 'reliable source' is laughable. Any normal person can immediately see that a poorly made website like that is not a reliable source, yet some people still consider it reliable. The so-called return of Vladivostok has long been proven to be a clumsy hoax."
925,"I also agree with not including the map at all. Previously, I thought removing the map was temporary, and we were discussing which map should be added back. It's just that Wikipedia seems to include both a de facto control map and a sovereignty map for every country with territorial disputes, except for the Republic of China, which seems a bit inconsistent."
926,"1. First of all, mentioning Taiwan's laws on the discussion page is out of goodwill, fearing you might not understand. In the main text, only U.S. regulations and related Taiwanese cases are used."
927,Request to change the English name from August to KUN. This is the officially recognized English name of Cai Xukun.
928,"I don't think that just because we 'create' a name means it's original research, and the reality is that the phenomenon of claque exists in Chinese-speaking regions but lacks a commonly accepted name. Even the example you gave, 'applause x', lacks source support as a commonly used translation."
929,"First of all, the Chinese Communist Party is an objective presence in the world. Admittedly, the 'Cultural Revolution' was undesirable, but 'McCarthyism' wasn't any better! Since Wikipedia claims to uphold freedom, it should reflect on why it is filled with anti-Communist and pro-Taiwan independence rhetoric."
930,"Can you stop speculating about other people's thoughts? He said the whole matter shouldn't be resolved by voting. Voting, voting—go start a poll yourself and play with it."
931,"Regarding regional issues (especially Hong Kong and Taiwan): Non-Mensa members, please do not make any changes to this page! This includes administrators (also request semi-protection to ban malicious anonymous edits). Regarding the Mensa Taiwan issue, please discuss internally. This page will be kept as is until the dispute is resolved before making further edits."
932,"Although there is already an article for Taipei Main Station (Taoyuan Metro), since the two stations are transfer stations and to help people from outside understand, I am submitting a request for merging here. Also, I apologize here for the confusion caused by mutual edits with user そらみみ."
933,"Originally, translating 'World Series' as '世界大赛' is a very strange translation. I always see it as '世界系列赛', and I don't understand how 'series' got translated into '大赛'."
934,"Heh, there's no need for you to speak so aggressively. It's fine if others disagree—what do you mean by 'someone actually opposes it'? When you initially proposed the move, you didn't even mention what the original title of the article was. You only added it later."
935,"Where does the claim that 'faat' is the entering tone of 'fan' come from? You're talking about the correspondence between similar syllables in level and entering tones, right? The entering tone syllable corresponding to the level tone syllable 'faa' is 'faat' or 'faak'."
936,"If that's the case, what should be written in the first section above the table? It's better to change 'currently' to 'at present'. Also, add that the earliest planning was in 1953."
937,"""At least your malicious assumptions, personal attacks, and disruption of discussion are solid evidence""—that's just your wishful thinking and unreasonable quibbling. Is it wrong to say you're using a straw man argument, violating WP:PA, WP:NOR, WP:POV, WP:CIV, WP:AGF, WP:GAME? You're like a dead duck—stubbornly refusing to admit it."
938,"First of all, thank you both for your opinions, but I support the viewpoint of the gentleman upstairs. As for the Hong Kong editor, I can understand how you feel."
939,"Confession: I added the latter part about Buddhism in the religion section, thinking it would balance the content. Most of the secondary books I’ve read before (not Buddhist scriptures) mostly advocate the theory of retribution, and I thought it was some Buddhists misinterpreting the Buddha’s precept against killing."
940,"Understood. I don't have any particular thoughts. The purpose of the introduction should be to summarize the entry, regardless of length, as long as it can summarize the entry."
941,"I had this concern when I was writing this sentence. First of all, Brown and Stern were already introduced in the first paragraph, so if there is any ambiguity later on, it might be worth reintroducing them."
942,"Personally, I support Plan Three. Although it is a bit complicated to explain, it is actually the simplest to implement. Most of the current entries already meet the requirements of Plan Three, and there are not many entries that need major changes. However, whether to make changes in the end, and what kind of plan to follow, it is better to have extensive discussions and reach a consensus."
