,translated_text
775,"Going to an amusement park or a ballgame, or watching a movie or television, are enjoyable activities that help us relax, temporarily forget our worries, and even laugh out loud."
776,"A Chinese tourist was killed by a hippopotamus near Lake Naivasha, a well-known tourist attraction in Kenya. It is reported that the hippopotamus had wandered into the hotel's grounds where the tourist was staying."
777,"Since it was unclear which wound caused the captain's death, Johnson believed a more thorough autopsy was still necessary."
778,"Thus, a set of new formulas for calculating the tuning parameters of the turbine speed-regulation system is derived."
779,"Martinho Fernandes, chairman of the board of the Economic Revival Support Foundation, told Mozambique's Noticias that the agreement has become part of a recently launched public tender. The Economic Revival Support Foundation launched this public tender to select qualified financial institutions to provide funding and expand their operations into areas that lack financial services."
780,"That way, even if you are fully prepared, fear will no longer hinder your creativity in different situations."
781,"Bush ordered his staff to do their best to make the transfer of power go smoothly. Obama also repeatedly emphasized that until January 20 of next year, Bush is still the President of the United States."
782,"No, it's not the tall, upright pine; no, it's not the lovely small-leaved boxwood; it's the beautiful camellia."
783,"At 15±0.5°C and 25±0.5°C, the mortality rates and LT50 of eight nematode strains against the chive maggot were measured, and field plot trials were conducted using the selected high-virulence strains."
784,"[""Song Wei and Sun Ruonan live near Beijing's central axis. To beautify the city during the Olympics, the district where they lived no longer exists.""]"
785,"Methods in computer security used to protect automated data processing systems and data from unauthorized (accidental or intentional) disclosure, modification, or destruction, and from denial of data processing."
786,Theoretical and case analyses indicate that the master–slave clock scheme of the communication system is the ideal way for current differential protection devices to operate correctly when multiplexing digital communication systems.
787,"A big idea has already spread beyond China: today's geopolitics is a bipolar affair, with only the United States and China carrying real weight."
788,"Winnipeg's hockey arena has only 15,000 seats, possibly the smallest in the NHL, but tickets are always sold out; the average ticket price is $81, the third highest in the league. Therefore, although True North Sports Entertainment paid $110 million (plus $60 million in relocation fees) to acquire the Jets—$10 million less than the St. Louis Blues' purchase price in 2012—according to Forbes, the Jets are now worth $155 million more than the Blues."
789,"Brazilian food brands, such as Italian restaurants, have already received invitations to open stores and to visit the sites for inspection. We plan to use some of the commercial storefronts of these rapidly developing casinos in 2008 to sell Brazilian brands."
790,Greenspan served as the head of the U.S. central bank from 1978 until two years ago. He still remains one of the most influential figures on U.S. economic issues.
791,Judicial personnel who decide whether to prosecute accused criminals.
792,"First, to make any system similar to the current one safer, the relevant rules must be fundamentally reformed."
793,The accuracy of this fitter's level (frame-type spirit level) is 0.02 millimeters per meter.
794,"However, since 2013 the Islamic State's power has continued to grow; these extremist groups were either driven out or decided to join them with weapons and money — after all, they were the side more likely to win. So, can we say that Qatar funded the Islamic State? The answer is: direct funding — no; indirect funding — loopholes in policy and human negligence did allow weapons and money to flow into the hands of the Islamic State."
795,"Dufour has long served as a human resources director at Philip Morris, Kraft, and other large companies. He currently oversees the recruitment and training of administrative personnel at Bacardi. He said he wrote the book because, over the past 30 years he has been asked this question countless times: 'How am I supposed to deal with this unbearable boss?'"
796,Alcohol can be legally sold and can be transported out of state by truck.
797,Olympic gold medal contender
798,"For example, defeating a strong team (such as Brazil or Spain) can earn many more points than defeating a weak team (such as Malta or Andorra)."
799,"In addition, the moisture on the tongue and in the nose and eyes will also evaporate."
800,"Others will join the network at the appropriate time, and we welcome their joining."
801,"This month Geely delivered, announcing that it will establish Volvo's headquarters and an assembly plant in the Shanghai Industrial Park."
802,"A new data object called DataCursor is proposed; it applies the database cursor concept to Java objects and, by providing a local cache, can access server-side data in batches."
803,A dynamic model of reservoir uplift and rock-layer sliding for casing shear failure was established.
804,"After lunch, we watched a horseback riding performance by 14-year-old Katie Wilhelm."
805,Materials are classified into magnetic materials and non-magnetic materials based on whether a force acts on them in the presence of a magnetic field.
806,"It's the kind of book where, when you skim its plot, you'll only notice the next book's 500 pages, and those plotlines will change the outcome of the final duel."
807,"Starting from the idea of associating the additional increment of strain energy caused by a single crack in fracture mechanics with the damage strain energy release in damage mechanics, a microscopic damage tensor expression for a semi-continuous (discontinuous) cracked medium was derived, which led to a new microscopic brittle damage model capable of reflecting the local stress-field concentration at crack tips and the interactions among cracks; this model was compared with experimental results for brittle materials and they agree very well."
808,"However, people should not spend too much effort looking for trouble with sovereign wealth funds: there are many things that could happen that would be far worse than the Chinese government bringing to the West the wealth painstakingly created by the Chinese people."
809,"Philio told the Economic Value that the project will also retrofit the showers to meet local specifications. Higher water temperatures are required, and better corrosion resistance is needed to address minerals in the water."
810,Make ... unclean or unfit for use in ceremonial rites; desecrate.
811,"For the traditional TCP protocol, this paper presents improved designs in two areas: the TCP state machine and TCP timeout timing."
812,"The purpose of the project is to make full use of the computer's functional characteristics to carry out human-machine evaluations at the early stage of product design, avoid unnecessary later adjustments, shorten product development time, reduce costs, and establish better development quality."
813,"The World Food Programme is currently providing food assistance to 750,000 people in Myanmar, including former poppy growers, refugees returning from Bangladesh, and an increasing number of people with AIDS or who are HIV-positive."
814,"Using cluster munitions to blockade airports is an important current research topic, so accurately calculating the probability of a blockade is of great significance."
815,This is the VOA Learning English Health Report. Visit learningenglish.voanews.com for more health reports. We welcome your comments; our email address is learningenglish@voanews.com.
816,"Spaceplanes emerged in response to demand, allowing hundreds of people to enter orbit, including civilians with no military background."
817,The two nuclear power plants here suffered multiple accidents after being struck by a massive earthquake and tsunami on Friday.
818,"At the end of March this year, Brazil's civil aviation authority approved a codeshare agreement between Brazil's TAM Airlines and Air China, and the resumption of the route depends on negotiations between the governments of Brazil and China."
819,"(Don't tell me, let me guess. You overslept, didn't you?)"
820,"She asked, then smiled happily at the pretty square ornament. The bowl was placed in the center as the main decoration."
821,"Mozambique News Agency reported that severance pay has long been a central issue in protracted negotiations between the Mozambican government and employers' associations; employers say that, under the 1998 Labor Law, the cost of dismissing workers is too high."
822,"The first exoskeleton system approved by the U.S. Food and Drug Administration (FDA) for home and community use is called ReWalk; as the name suggests, its purpose is to help people with paraplegia stand up again. This exoskeleton, produced by an Israeli company, can detect upper-body movements to perform actions such as walking, stopping, sitting, and going up and down stairs. Clinical rehabilitation is one of its main selling points."
823,"In national economic evaluations, the fixed exchange rate system causes the government to keep indicators fixed for too long when determining shadow prices and the social discount rate, creating a disconnect between reality and the regulations."
824,"However, the financial sector enjoys government subsidies by exploiting the central bank's lender-of-last-resort role and explicit and implicit guarantees against bankruptcy."
825,Geocapital is expected to become a shareholder at the bank's general meeting to be held in Maputo on August 1.
826,"Once you take the first step, the feeling is wonderful and utterly irresistible."
827,On the Establishment of the Representative Litigation System in China's Environmental Administrative Litigation
828,"Although a large number of police carrying riot gear had gathered outside the British embassy in Iran, they were indifferent to the demonstrators' actions."
829,"Acting President Alexander Turchinov has said he will accept all of the International Monetary Fund's conditions, including severe spending cuts."
830,"The Channel Islands are a group of islands off the coast of Southern California, and they are home to a wide variety of plants and animals not found elsewhere."
831,"Infrastructure construction: Although it doesn't sound particularly miraculous, if you go back to Franklin and earlier eras, it was leaders' most commonly used means to stimulate employment and build the capital city."
832,"However, both also said that the DPP didn't perform very well in this confrontation."
833,Another investor told reporters that recently rumors of PPG's founder fleeing have often come up at investors' dinner tables.
834,The Korean Central News Agency said it has already begun preparing to prosecute and try him.
835,The project to establish a joint-stock management company was launched as early as 2001 by then Vice Premier Guadalberto do Rosário.
836,"At the final moment before voting, campaigns often act unexpectedly, fabricating anecdotes out of thin air to attack their opponents, with the aim of exploiting the time pressure so that the other side is left with no opportunity to defend themselves."
837,"In the United States, body odor is socially unacceptable."
838,"""Divorce Online"" law firm said that the social networking site Facebook was involved in one-third of divorce cases last year, and irrational behavior was a factor in those cases."
839,"Some subjects were unable to accurately guess sexual cues, Dr. Tabak said: ""There is also a small handful of people here who are simply incapable of distinguishing gay from straight faces."""
840,This electoral list contains nothing new for European bureaucrats; it keeps repeating the same old talk about European integration.
841,"White House Chief of Staff Andrew Card reported the attack to President Bush, who was visiting an elementary school in Florida at the time."
842,"However, another well-known phenomenon during holidays is ""eating."""
843,"Using Visual C++ 6.0 and MSC 6.0 as the primary development tools, the modular design of three software components—the bus controller, the remote terminal, and the monitor terminal—was completed, and a visualized system software was implemented."
844,"For example, a traffic jam on your way to work is a source of stress, but on a leisurely Sunday a traffic jam doesn't mean much to you."
845,He talked about John Keats's poetic style.
846,"He had said he wanted to turn this barren wilderness into an upscale resort. But his bid has raised concerns about China's intentions in the region, and China's interest in mining rare earths in Greenland has similarly alarmed local residents."
847,Rebuilding a prosperous and powerful China requires overturning orthodox Confucian thought.
848,"The eleventh test flight proved fatal for the plane when its elevator jammed, causing it to plow into the ground beneath."
849,"When creating slides, you can use the slide master to design the slides' appearance and establish a consistent format that runs from beginning to end."
850,"However, Huang Wenzheng said that even if the government completely abolishes the one-child policy, the fertility rate will still be 'abnormal' and will continue to remain at a low level."
851,"The church bells rang throughout the Old City of Jerusalem, celebrating Palm Sunday and marking the start of Holy Week."
852,This is the house where Mr. Lu Xun once lived.
853,The earliest increase in pH was mainly caused by the decomposition of fertilizer applied as surface mulch.
854,"The formulas contained in the file must be converted by the formula filter. If the file you open is a malicious file, this could cause security problems. If you are sure the file is from a trusted source, choose 'Yes' to convert the formulas."
855,"Chilean housing authorities have begun clearing nearly 500,000 pigs from the country's largest processing plant after local residents complained about the smell, sparking disputes."
856,"The difficulties in the U.S. housing market spread to global financial markets in August last year, causing severe credit tightening and hundreds of billions of dollars in banking losses."
857,Douglas Bennett has written several articles to help students choose the college that best fits their needs.
858,"['While people pour wholehearted aid into this natural disaster, the world should not forget the man-made disasters that afflict vulnerable countries worldwide and are no less destructive than natural disasters.']"
859,"To start a new weight-loss plan, the simplest way is to incorporate it into your daily life."
860,"Are you the kind of person who just wants to curl up in a corner, lose yourself in your thoughts with a book, and while away the whole evening?"
861,"It seems we're about to drive our boyfriends crazy — after 'stealing' their jeans and suit jackets, we're going after their hats."
862,"The ancient noun ""life"" is now being widely used in the phrase ""get a life""; when used, the tone usually carries a derogatory connotation, as in: ""Please get a life, will you!"""
863,"However, the police have also acknowledged that Sarah's actions amounted to self-defense."
864,"Starbucks and Kaka Quanfang have moved into this street, once again showing—as a long-time Shanghai resident put it—""Nowadays it's hard to find anything interesting in Shanghai."""
865,"The company said in a bulletin that part of the project is National Road 211, connecting Canicado and Xiqualaquala, and was tendered by Mozambique's Ministry of Public Works, Construction and Housing."
866,Repeat. Now let's learn an important strategy (method) for responding to praise.
867,The soldiers intend to kill the prisoners; they're afraid some may escape by water.
868,"The UN Food and Agriculture Organization warned that, as populations and food supply chains expand, diseases can spread very easily."
869,"These disputes have created good opportunities for intellectual property transactions, said Rad? Pannekoek, co-chairman of the International Intellectual Property Exchange Company (IPXI)."
870,"With the continuous development of China's financial industry and the rising requirements for office automation, the market demand for automatic punching and binding equipment is steadily increasing."
871,"Mrs. Orjev told ABC News that her husband was so excited about their soon-to-be-born daughter; as she said, the daughter was simply the ray of sunshine that dispelled our sorrow."
872,"In Beth's shoe collection, about 700 pairs are from the famous red high-heel brand Christian Louboutins, each worth around $4,000. Mrs. Xieke has a high-heel tattoo to express her love for the brand; she hailed the works of the French designer Christian Louboutin as ""wonderful works of art."""
873,We view problems too much from a human perspective; we cannot see the world through a cat's eyes.
874,Last year's winning lie came from Glenn Boyland; he told a story about racing snails with Prince Charles.
875,"You shall labor six days and do your work, but the seventh day is the Sabbath of the LORD your God; on that day you shall not do any work—you, your children, your servants, your ox, or the sojourner in your household. For in six days the LORD your God made the heavens and the earth, the sea and all that is in them, and rested on the seventh day; therefore the LORD blessed the Sabbath and made it holy."
876,"Shake off your daily worries, skip the next cigarette, or just relax. Let the stones provide stability, balance, and focus for your current priorities."
877,"When you present your own demands, you will also have many expectations."
878,But can he work with our existing team?
879,The delamination pattern is the result of cracks rapidly peeling and propagating along the silver trace/substrate interface.
880,"Although O'Hanlon came to support the online platform during 18 months of discussions about the course, she said there was still more to explore. However, the Royal Shakespeare Company has recorded 30 hours of creative training, which will form the core of the introductory course."
881,The paper also investigated the effect of the kinetic energy conversion rate on the growth and decay of waves with k = 1–6; the results show that it has no effect on the growth of the waves but makes a significant contribution to their decay.
882,This section will focus on aspects related to anesthesiologists.
883,"The unmanned spacecraft ""MESSENGER"" was launched by NASA in August 2004; its mission was to investigate Mercury's surface, space environment, geochemistry, and position."
884,I believe this new drug will gradually cure him.
885,"The dispute between Macau's casinos and employees is heating up; union leaders were questioned by police and warned they could be prosecuted over protest actions, and therefore they say they have been intimidated."
886,"Six years ago, Mr. Schwarzenegger went to the state capital, Sacramento, to call for 'drastic' measures to deal with California's fiscal problems, saying he would 'cut up the credit cards' and inject some male hormones into that bunch of sissies in the state legislature."
887,"Tomato flesh?? stuffed with mango puree and a seafood filling, including squid, shrimp, crab, octopus, and fish slices."
888,An anesthesiologist adjusted the drip of an appropriate amount of chemical agent onto Korina's fourth quadrant.
889,This skill teaches you to act rationally rather than emotionally.
890,"On the second try, AA finally found a dream partner who met his standards; before long, the two of them were living together."
891,"Of course, this is resonance, so we can place a resonance mark here to indicate that the benzene ring is a resonance structure."
892,"In the most popular bar in Roda Town, I saw three Black workers doing pipework nearby flirting with a waitress of South African white descent; such a scene would have been unimaginable in 1992."
893,"['If you know that the recipient will be celebrating with family and friends, chocolate, candied chestnuts, or Parisian macarons may be good choices. ""These things are pretty, not large, easy to eat, and can also be shared with children and elders,"" she said.']"
894,"This was already quite clear in 2003 when the United States went to war with Iraq, because it was believed that the country still possessed weapons of mass destruction."
895,"After taking a sip of alcohol, I felt groggy and fell asleep lying on the bed."
896,"Now I'll introduce the 6+1 model to everyone, teaching you how to write copy that wins praise and sells well."
897,"Sects — our ancestors called them ""cliques""; nowadays people call them ""circles"" or ""groups,"" and we're very familiar with hearing those terms."
898,"['In short, Chen Yufan is just a copy of Yi Nengjing.']"
899,"The hoarding compulsion mentioned in this article is actually an anxiety disorder, and it's far more than simply stockpiling extra newspapers and magazines at home or collecting CDs and piling them under the table."
900,This makes one have to wonder how credible the 'Cox Report' really is.
901,'To lift a stone only to drop it on one's own foot' is a Chinese folk proverb.
902,"When they left the palace courtyard, Peter G. gently nudged Griffy with his elbow to draw his attention to the spot where Tu Tulif was lying on the ground."
903,Five out of ten items were judged to be extremely derogatory.
904,The burden of proving that the other party committed negligence falls on the plaintiff.
905,Dr. Grossmann's research findings were just published in Psychological Science; he recruited 186 Japanese people from all walks of life and compared them with 225 Americans.
906,Some insects make cocoons around themselves to protect themselves as they grow and change.
907,"Congress... gives the impression... a chaotic, fragmented collection of local powers — Samuel Lubell; an alliance of independent nations — E.B. White; a loose union; a divided body."
908,"However, between 2003 and 2010, almost no progress was made."
909,Is an anti-gravity landscape model scene realistic?
910,"What this incident teaches us is simply that not everything revolves around you; if you're thin-skinned, people will take advantage of it."
911,"The Cabernet Sauvignon Huangxuan Red's deep, captivating color and rich, lingering aroma all stem from the uniquely high-quality Cabernet Sauvignon grapes."
912,"German men are considered to have too strong a body odor, British men are said to be not proactive enough, while Swedish men are a bit too fast."
913,Human Rights Watch criticized the Venezuelan government for illegally arresting and mistreating opposition protesters.
914,"The Angola Development Bank, under Portuguese investment bank BPI, has 1,200 employees and about 300,000 customers."
915,"Drones can also operate in environments that are dangerous for pilots, including monitoring forest fires or nuclear power plant accidents."
916,He saves money by posting recruitment ads online and using social media.
917,"In the 2020s, China is highly likely to become the world's largest economy, but it is by no means the most advanced."
918,The integration and fusion of multi-source information is a major hot topic in the field of Earth information science.
919,"The country's economy is currently worth about $510 billion, ranking 26th in the world."
920,"At the ceremony for obtaining 240 hectares of construction land, Oen said the increase in investment was caused by some unforeseeable problems, such as dredging and preparing the land for the facilities. The plant will be built by Bechtel."
921,"Both departed from Florida, each carrying three passengers, and both splashed down in the ocean after returning to Earth."
922,"No Man's Land not only blends the American Western and modern black comedy, but also cleverly incorporates elements of Chinese mythology, making it distinctive."
923,The tailor pinned the paper pattern to the fabric with pins.
924,"If you know anything about Niu Chengze, you may have also heard that he is a director who loves acting. In 'Love', Director Niu played one of the lead roles and embarked on a romance with Shu Qi."
925,The strategic adjustment of Ningxia's agricultural and rural economic structure at the new stage must grasp the underlying regularities and focus on formulating and properly implementing measures and policies.
926,"Chapter Two assesses the nature and status of '性' in 'X性' words, arguing that '性' is a class-forming suffix and pointing out its important and indispensable role in word formation in terms of its classifying function, its influence on the meaning of the root, its grammatical function, sentence patterns, stylistic function, and semantic function."
927,These experiments mostly revolve around trying to infer market sentiment from comments on social networks.
928,"In fact, he planned to organize an army of slaves to fight for their freedom; he acted on the belief that slaves throughout the South should rise up against their masters and join his organization."
929,"Creatures composed of pure malice and misfortune, the Deep-Dark Golems haunt the lower levels of Black Dis and are known for the pain and despair they inflict on others."
930,"What people nowadays commonly refer to as astral projection should more properly be called ""lucid dreaming""; in reality, they are two completely different things."
931,The young monk sometimes glanced up to see what the old monk was doing. The abbot just kept rubbing a stone with a brick.
932,"Wang Xue said, ""We hope that all hotels and restaurants can remove shark fin dishes from their menus."""
933,"Some things are sent back to you from the execution bucket; in other words, they need to be chosen again — that's why I mentioned above the reason for working in two ways."
934,"Nikolai Pakhomov, an independent political columnist in Moscow, said that espionage between rivals is very common and that this incident should not be made into a big deal."
935,A cynic is someone who knows the price of everything and the value of nothing.
936,"He didn't care how hot it was under the sun: if, after hauling it once, nothing much came of it, then that would prove his body wasn't harmed."
937,"Wang Xue said that China is the world's largest importer and consumer of shark fins; shark fin has been a top Chinese ingredient for 500 years. Shark fin dishes are still regarded as a symbol of prestige, especially at business banquets."
938,"In October 2010, Cricket launched the Huawei Ascend at a non-contract price of $150, $100 cheaper than Cricket's own-brand smartphone. At that time, unless buyers signed a two-year and rather expensive service agreement, purchasing a smartphone would cost several hundred dollars. Two months later, the Ascend went on sale in carrier MetroPCS's stores and became the cheapest smartphone offered by that carrier. Thereafter, Huawei models released in 2011, such as MetroPCS's M835, were even priced below $100."
939,"Just as remaining awkwardly silent about China's rise, failing to discuss this option also seems like a reckless act."
940,"In 1992, British scientists, while tracking a pneumonia outbreak, discovered in a cooling tower a virus that was largely latent within amoebae."
941,"8. Maintain a positive mindset before bed. Many people easily replay the things that went poorly that day before sleeping and feel they could have done better. No matter how bad the day was, successful people try to avoid pessimistic self-talk because it only increases stress. Remember to take some time to recall the positive things from the day, even if there are few or they happened a long time ago."
942,It turned out that the knives and forks were in a jam jar.
943,"He said, 'Media coverage will again trigger students' negative emotions; suicide can be contagious.'"
944,My first business ran into a crisis because the warehouse received an eviction order from my mother.
945,We should judge ourselves realistically; neither be arrogant nor unduly self-deprecating.
946,4. Use laser direct-write lithography technology to fabricate diffractive optical elements on the surface of a large-aperture concave lens.
947,You will notice that the water in the test tube rises; what conclusion do you draw from that?
948,"Many British teenagers in their early teens do part-time jobs to earn pocket money, but their working hours and the minimum age for qualifying for certain types of work are strictly regulated in the UK."
949,"Sao Paulo, Brazil, Dec. 10 — Brazil's Sao Paulo Daily reported that Chinese computer manufacturer Lenovo Group is preparing to acquire Brazil's largest personal computer maker, Positivo. Positivo is also a target for acquisition by U.S. company Dell."
950,It was during this period in 1940 that Lee Horman finally signed the divorce agreement.
951,"The International Air Transport Association's certification indicates that, with respect to operational safety, Mo Guo Airlines meets and complies with all requirements and has passed IATA's Operational Safety Audit (IOSA) program."
952,"A chocolate printer will go on sale tomorrow; for just £2,500, sweethearts can create their own 3D-effect chocolate desserts for their loved ones."
953,"He sat like that for more than two hours. The manager suddenly noticed him and politely said to him, 'There's nothing today, sir; please go home.'"
954,"In Athens at that time, judges were selected by drawing lots."
955,The summary of the basic design principles and techniques for architectural decorative components makes practical implementation feasible.
956,"(4) Leaving one's post or neglecting one's duties, resulting in damage to military facilities or causing other consequences."
957,So using other methods to value gold has great potential.
958,"Looking for a job is a rather challenging task, and you'll find people with similar personalities among different groups of job seekers."
959,You must know it very well. Could you give me some guidance? I'm considering enrolling in a correspondence course.
960,UN relief agencies this week began sending teams composed of members from several agencies to areas of Kenya affected by violence. This is the first of three teams the UN plans to send to the area. The purpose of sending these teams is to accurately assess the needs of the hundreds of thousands of Kenyans made homeless. These people fled their homes after last month's election sparked riots.
961,"The reflection of young Mao Zedong's outlook on life in his view of sports—or, more precisely, the characteristics of his outlook on life as manifested in his view of sports—can be summarized in five aspects: the sublime, the self, movement, struggle, and suffering."
962,"The thought greatly surprised her, as if it had revealed to her some base nature she had never even dreamed of."
963,Three billion people rely on seafood as their main source of protein.
964,"If the Indian government were a bit wiser, they should appoint her to another position: prison warden."
965,"The department head said that although the product's packaging is different, laboratory tests show that it still contains the banned ingredient sibutramine, which is classified as a Class I poison and has been used to suppress appetite."
966,Tesa 4252 uses a modified rubber adhesive and offers excellent adhesion and aging resistance in a variety of applications.
967,['Would it be okay if I recommend you as the secretary of the golf club?']
968,We would be grateful if you could provide us with a detailed quotation for the purchase of 200 units.
969,"From the chart, this is strikingly similar to the Nasdaq bubble of the 1990s."
970,"I will always remember that when we first met, she was a girl so shy she didn't even dare to speak."
971,"Charles said, 'In 2005 we opened our first cupcake-only bakery. At the time we thought, why couldn't cupcakes be the flagship product?'"
972,Is it just because I'm such a good hunter?
973,"Old Mr. Gennoman didn't do it on purpose, but not paying attention to other people's names was part of his aristocratic manner."
974,"Fitch also noted that public finances improved mainly because of debt relief, with the country's public debt ratio falling from 83% in 2005 to 45% last year. However, Mozambique is expected to become ""more dependent on foreign aid""."
975,"Google Inc. plans to increase its push into the rapidly growing online retail industry, attempting to challenge Amazon.com Inc.'s dominance."
976,(12) The faith in reason advocated today is based on many naive and simplistic ideas.
977,"From the church to Jordan, branches of spruce and cypress should be strewn along the whole way."
978,The question facing builders is which of Micawber's maxims to follow: how much cash should be saved and how much should be invested in the expected recovery.
979,Abramovich has begun taking steps to sign Argentine midfielder Fernando Gago.
980,"The agreement is consistent with the long record of cooperation between the United States and Mexico, including on energy and environmental issues."
981,"Once you've gotten into the groove, Belock wrote, then start explaining why you're the best candidate!"
982,"Enclosed with this letter is a check for $55 for the books, which includes postage of 14 cents per copy. Please acknowledge receipt."
983,Cut taxes and fees on taxis. Beeswax can help relax the body.
984,People who want to obtain the latest research information should visit the EurekAlert! website: www.eurekalert.org; this is a science news service provided by AAAS.
985,"U.S. scientists have also set up monitoring stations in earthquake zones, especially in California."
986,"For the performance tests that will be discussed in Part 2, I generated code using each data-binding framework."
987,This book specifically discusses the advantages of being at a disadvantage.
988,"If you need a large number of end-user features, such as administration interfaces, workflows, and visualization, there are many products on the market that provide this support, such as Alfresco."
989,"The company is laying people off, but don't worry — there's no way they'd fire me."
990,"Today, De Boer also urged politicians who are about to take part in the next round of global climate change talks not to be hasty."
991,"At about 280 degrees Celsius, volatile gases and combustible char are released."
992,"Hmm, let's cheer for that first! I also hope everyone enjoys a 'Merry Christmas'."
993,"In addition, Obama used his incumbency advantage in Iowa to announce that the U.S. Department of Agriculture would purchase $170 million worth of pork, chicken, lamb, and catfish to help farmers. The White House said the purchased agricultural products will be used for food assistance programs."
994,"In my tests, the location and navigation information was generally accurate. There were one or two errors: one location pin was placed a few hundred yards away; Google Maps directed me onto the highway when at that time taking surface streets would have been faster. But overall it performed well. It gave me two routes from Silicon Valley to a bowling alley in the Presidio area of San Francisco, where I had gotten lost before. It also accurately provided the Washington Metro route information."
995,"The Malibu's trunk has the typical small opening found on many cars, but it features a nice counterbalanced lid with a liner and a grab handle, so you don't have to get your hands dirty when closing the trunk."
996,"Vu Quang Hien from Vietnam wants to learn more about hepatitis B. Hepatitis is a general term for a group of viral infections that attack the liver. It is classified as hepatitis A, hepatitis B, hepatitis C, and so on."
997,"Museum officials said the painting is artistically bold, but it should be condemned."
998,"And it was precisely this that led him to write the book ""Emily Boster's Netiquette."""
999,This view has been widely circulated.
